brand,model_year,fuel_type,transmission,ext_col,accident,Country_of_Origin,Engine_CC,Mileage_KM,Price_USD,base_model
Land,2013,Gasoline,Automatic,White,Clean,UK,5000.0,91732,26000.0,Rover Range
Mercedes-Benz,2020,Gasoline,Automatic,White,Clean,Germany,4000.0,35405,69500.0,S-Class S
Ford,2023,Gasoline,Automatic,Black,Clean,USA,2700.0,3219,66500.0,Bronco Wildtrak
RAM,2018,Flex Fuel,Automatic,Black,Clean,USA,3600.0,99460,32000.0,1500 Slt
Jeep,2013,Flex Fuel,Automatic,Black,Clean,USA,3600.0,171717,13500.0,Grand Cherokee
Audi,2013,Gasoline,Automatic,White,Accident Reported,Germany,4200.0,122254,35999.0,Rs 5
Jeep,2022,Gasoline,Automatic,Silver,Accident Reported,USA,3600.0,51183,48995.0,Grand Cherokee
Chrysler,2005,Gasoline,Automatic,Gray,Accident Reported,USA,3200.0,187198,6000.0,Crossfire
Audi,2011,Gasoline,Manual,Black,Accident Reported,Germany,4200.0,252465,9900.0,S5 4.2
Cadillac,2020,Gasoline,Automatic,Blue,Clean,USA,2000.0,56649,28500.0,Ct4 Luxury
Maserati,2014,Gasoline,Automatic,Black,Clean,Italy,3000.0,122310,19000.0,Ghibli S
Jaguar,2019,Gasoline,Automatic,White,Clean,UK,2000.0,46671,34500.0,F-Pace 25T
BMW,2019,Gasoline,Automatic,Gray,Accident Reported,Germany,4400.0,53911,44495.0,750 I
Acura,2019,Gasoline,Automatic,White,Accident Reported,Japan,3500.0,41487,30999.0,Tlx Advance
GMC,2015,Gasoline,Automatic,Gray,Accident Reported,USA,2400.0,122786,9500.0,Terrain Slt-1
Nissan,2011,Gasoline,Automatic,Blue,Clean,Japan,1800.0,176870,4500.0,Versa 1.8
Mercedes-Benz,2019,Gasoline,Automatic,White,Clean,Germany,2000.0,37148,33500.0,C-Class C
Toyota,2003,Gasoline,Manual,Black,Clean,Japan,1800.0,231101,4199.0,Matrix Xrs
RAM,2021,Gasoline,Automatic,Black,Clean,USA,5700.0,35405,54800.0,1500
Mercedes-Benz,2022,Hybrid,Automatic,Silver,Clean,Germany,3000.0,20921,81500.0,Amg E
Audi,2018,Gasoline,Automatic,White,Accident Reported,Germany,2000.0,85295,28000.0,A5
Lincoln,2019,Gasoline,Automatic,Beige,Clean,USA,3500.0,72003,52999.0,Navigator Reserve
Audi,2008,Gasoline,Automatic,Blue,Accident Reported,Germany,3200.0,325087,5700.0,A6 3.2
Chevrolet,2006,Gasoline,Automatic,Black,Accident Reported,USA,6000.0,346008,6995.0,Silverado 1500
Mercedes-Benz,2019,Gasoline,Automatic,Other,Clean,Germany,4000.0,124141,49998.0,S-Class S
Volvo,2018,Gasoline,Automatic,White,Clean,Sweden,2000.0,145872,25999.0,Xc90 T6
Toyota,2011,Gasoline,Automatic,Gray,Accident Reported,Japan,2500.0,285983,7700.0,Camry
Mercedes-Benz,2018,Gasoline,Automatic,Black,Clean,Germany,2000.0,93905,29497.0,Metris
Chevrolet,2010,Gasoline,Automatic,Black,Accident Reported,USA,3600.0,138677,17000.0,Camaro 2Lt
Mazda,2012,Gasoline,Manual,Blue,Accident Reported,Japan,2000.0,58850,20199.0,Mx-5 Miata
Ford,2015,Gasoline,Automatic,White,Clean,USA,1600.0,87479,16250.0,Escape
Mercedes-Benz,2015,Gasoline,Automatic,Black,Accident Reported,Germany,5500.0,32821,59598.0,S-Class S
Kia,2023,Hybrid,Automatic,White,Clean,South Korea,1600.0,12196,31113.0,Niro Ex
Porsche,2010,Gasoline,Manual,Gray,Accident Reported,Germany,2900.0,104285,20900.0,Boxster
Toyota,2016,Gasoline,Automatic,Gray,Clean,Japan,4000.0,189548,27750.0,4Runner Trail
Land,2016,Gasoline,Automatic,Black,Clean,UK,2000.0,138728,18750.0,Rover Range
Ford,2012,Flex Fuel,Automatic,White,Clean,USA,5400.0,262322,19550.0,E350 Super
Mercedes-Benz,2004,Gasoline,Automatic,Black,Clean,Germany,5000.0,56971,24900.0,Sl-Class Sl500
Jeep,2018,Gasoline,Automatic,Gray,Clean,USA,2400.0,49890,22000.0,Compass Trailhawk
Mercedes-Benz,2018,Gasoline,Automatic,Other,Clean,Germany,4000.0,165873,40998.0,S-Class S
Lexus,2010,Gasoline,Automatic,Blue,Accident Reported,Japan,5000.0,66788,44800.0,Is-F
BMW,2010,Gasoline,Automatic,Black,Clean,Germany,3000.0,147327,13000.0,335 I
Buick,2006,Gasoline,Automatic,Gold,Clean,USA,4600.0,177027,5000.0,Lucerne Cxl
Lincoln,2016,Gasoline,Automatic,Black,Clean,USA,2700.0,141622,18500.0,Mkx Reserve
Nissan,2018,Gasoline,Automatic,Blue,Clean,Japan,5600.0,68933,37000.0,Armada Platinum
BMW,2015,Gasoline,Automatic,Blue,Clean,Germany,3000.0,96721,24995.0,435 Gran
Jeep,2022,Gasoline,Automatic,Red,Clean,USA,5700.0,27972,69685.0,Wagoneer Series
Cadillac,2013,Gasoline,Automatic,Black,Accident Reported,USA,2500.0,101665,12995.0,Ats 2.5L
Ford,2010,Gasoline,Automatic,White,Accident Reported,USA,2000.0,115872,10900.0,Transit Connect
Toyota,2018,Gasoline,Automatic,Black,Clean,Japan,5700.0,82076,38000.0,Tundra Sr
Jeep,2013,Gasoline,Automatic,Green,Clean,USA,3600.0,87709,35000.0,Wrangler Unlimited
Maserati,2006,Gasoline,Automatic,Gray,Clean,Italy,4200.0,99522,16500.0,Quattroporte
GMC,2002,Diesel,Automatic,Black,Accident Reported,USA,6600.0,482802,5000.0,Sierra 3500
Nissan,2011,Gasoline,Automatic,Gray,Accident Reported,Japan,4000.0,166406,17000.0,Frontier Sl
Land,2023,Hybrid,Automatic,White,Clean,UK,3000.0,5919,81998.0,Rover Defender
Ford,2016,Flex Fuel,Automatic,White,Accident Reported,USA,5000.0,172199,22000.0,F-150 Xl
Porsche,2010,Gasoline,Manual,Black,Clean,Germany,3800.0,22289,71400.0,911 Carrera
Chrysler,2021,Gasoline,Automatic,Other,Clean,USA,3600.0,34565,27798.0,300 Touring
Honda,2020,Hybrid,Automatic,White,Accident Reported,Japan,1500.0,103320,20499.0,Insight Ex
Porsche,2006,Gasoline,Automatic,Black,Clean,Germany,3400.0,50010,36250.0,Cayman S
BMW,2020,Gasoline,Automatic,Orange,Clean,Germany,4400.0,56971,71950.0,M5 Competition
Audi,2004,Gasoline,Manual,Silver,Clean,Germany,4200.0,119139,16000.0,S4 4.2
Ford,2021,Diesel,Automatic,Blue,Clean,USA,6700.0,78132,69998.0,F-250 Platinum
Kia,2023,Gasoline,Automatic,White,Clean,South Korea,2000.0,8340,32500.0,Seltos S
RAM,2019,Gasoline,Automatic,White,Accident Reported,USA,3600.0,50986,33500.0,Promaster 2500
BMW,2020,Gasoline,Automatic,White,Clean,Germany,6600.0,37707,80998.0,M760 M760I
Mercedes-Benz,2015,Gasoline,Automatic,White,Accident Reported,Germany,3000.0,48763,29000.0,E-Class E
Cadillac,2016,Gasoline,Automatic,Blue,Accident Reported,USA,3600.0,180246,14599.0,Xts Luxury
Infiniti,2014,Gasoline,Automatic,Black,Accident Reported,Japan,3700.0,204959,19990.0,Q50
Volkswagen,2017,Gasoline,Automatic,Red,Accident Reported,Germany,3600.0,81433,28890.0,Touareg Executive
Chevrolet,2011,Flex Fuel,Automatic,Black,Clean,USA,5300.0,312212,9950.0,Suburban 1500
Toyota,2021,Gasoline,Automatic,Green,Clean,Japan,5700.0,53840,44750.0,Tundra Sr5
BMW,2022,Gasoline,Automatic,Gray,Clean,Germany,2000.0,69202,35750.0,X1 Sdrive28I
Mercedes-Benz,2016,Gasoline,Automatic,Black,Clean,Germany,4700.0,74194,35300.0,Gl-Class Gl
Cadillac,2019,Gasoline,Automatic,Black,Clean,USA,3600.0,94951,21000.0,Xts Luxury
Jaguar,2004,Gasoline,Automatic,Black,Accident Reported,UK,4200.0,215652,9500.0,Xj8
Mercedes-Benz,2012,Diesel,Automatic,White,Accident Reported,Germany,3000.0,161328,24000.0,Sprinter 2500
Mercedes-Benz,2022,Gasoline,Automatic,Other,Clean,Germany,2000.0,13813,42999.0,C-Class C
Dodge,2003,Gasoline,Automatic,Red,Accident Reported,USA,4700.0,228204,5700.0,Dakota Slt
Audi,2012,Gasoline,Automatic,White,Clean,Germany,2000.0,123919,13800.0,A5
Audi,2018,Gasoline,Automatic,Other,Accident Reported,Germany,2000.0,107882,31500.0,A5
Audi,2012,Gasoline,Automatic,White,Clean,Germany,3000.0,98894,19500.0,S5 3.0
Porsche,2015,Gasoline,Automatic,Black,Clean,Germany,4800.0,63569,52590.0,Panamera Gts
Chevrolet,2023,Gasoline,Manual,Red,Clean,USA,6200.0,3701,51500.0,Camaro 2Ss
Audi,2023,Hybrid,Automatic,Black,Clean,Germany,3000.0,17061,61998.0,Q7
Maserati,2018,Gasoline,Automatic,Red,Clean,Italy,4700.0,28968,67000.0,Granturismo Mc
GMC,2022,Gasoline,Automatic,Other,Accident Reported,USA,6600.0,50986,67963.0,Sierra 2500
Cadillac,2020,Gasoline,Automatic,Other,Accident Reported,USA,3600.0,38808,49427.0,Xt6
Chevrolet,2012,Flex Fuel,Automatic,Black,Clean,USA,5300.0,238182,18000.0,Avalanche 1500
BMW,2018,Gasoline,Automatic,White,Clean,Germany,4400.0,65983,60200.0,M5
Nissan,2009,Flex Fuel,Automatic,Brown,Clean,Japan,5600.0,205352,19500.0,Titan
Dodge,2005,Gasoline,Automatic,Red,Accident Reported,USA,8300.0,222813,19000.0,Ram 1500
GMC,2013,Flex Fuel,Automatic,White,Clean,USA,5300.0,370148,15500.0,Sierra 1500
Lexus,2017,Gasoline,Automatic,Black,Clean,Japan,3500.0,86339,33000.0,Rx 350
Mercedes-Benz,2012,Gasoline,Automatic,Black,Accident Reported,Germany,4600.0,280025,11999.0,Gl-Class Gl
Infiniti,2022,Gasoline,Automatic,Black,Accident Reported,Japan,5600.0,80242,47645.0,Qx80 Luxe
Mercedes-Benz,2021,Gasoline,Automatic,Blue,Clean,Germany,4000.0,21967,75000.0,Amg C
BMW,2016,Gasoline,Automatic,Brown,Accident Reported,Germany,2000.0,215652,13500.0,528 I
Porsche,2014,Gasoline,Automatic,Brown,Clean,Germany,3400.0,125529,68000.0,911 Carrera
Porsche,2005,Gasoline,Automatic,Blue,Clean,Germany,3200.0,105814,21750.0,Boxster S
BMW,2021,Gasoline,Automatic,Black,Clean,Germany,4400.0,28968,94000.0,X6 M
Ford,2007,Gasoline,Automatic,White,Clean,USA,4000.0,195744,9450.0,Mustang
Volvo,2022,Hybrid,Automatic,Black,Clean,Sweden,2000.0,15141,61999.0,Xc90 Recharge
BMW,2016,Gasoline,Automatic,White,Clean,Germany,2000.0,193121,16000.0,528 I
Cadillac,2016,Gasoline,Automatic,White,Clean,USA,6200.0,271335,29500.0,Escalade Esv
Chevrolet,2004,Gasoline,Manual,Gray,Clean,USA,5700.0,70336,25900.0,Corvette
Audi,2013,Gasoline,Automatic,Blue,Clean,Germany,2000.0,178637,11500.0,A5
Audi,2012,Gasoline,Automatic,Silver,Clean,Germany,2000.0,103881,17000.0,Tt
Buick,2007,Gasoline,Automatic,Red,Clean,USA,3800.0,85295,6500.0,Lacrosse Cx
Chevrolet,2017,Gasoline,Automatic,White,Clean,USA,6200.0,21670,44900.0,Camaro 2Ss
BMW,2015,Gasoline,Manual,Gray,Clean,Germany,3000.0,119091,40000.0,M3
Kia,2011,Gasoline,Automatic,Red,Accident Reported,South Korea,2400.0,161467,6900.0,Optima Lx
Toyota,2022,Gasoline,Automatic,Black,Clean,Japan,3000.0,39992,53568.0,Supra 3.0
Lincoln,2021,Gasoline,Automatic,Other,Clean,USA,2000.0,28110,43860.0,Nautilus Reserve
Nissan,2015,Gasoline,Automatic,Gray,Clean,Japan,3500.0,185074,11995.0,Pathfinder Sl
BMW,2015,Gasoline,Automatic,Black,Accident Reported,Germany,4400.0,115872,26500.0,X5 Xdrive50I
Mazda,2008,Gasoline,Manual,Black,Accident Reported,Japan,2300.0,260713,6500.0,Mazdaspeed3 Grand
GMC,2017,Gasoline,Automatic,Black,Clean,USA,5300.0,76587,45500.0,Yukon Xl
RAM,2018,Gasoline,Automatic,White,Clean,USA,3600.0,16639,36990.0,Promaster 2500
RAM,2021,Gasoline,Automatic,Blue,Clean,USA,3600.0,51647,35113.0,1500 Classic
Lexus,2014,Gasoline,Automatic,Gray,Accident Reported,Japan,3500.0,137236,23998.0,Gs 350
Hyundai,2016,Gasoline,Automatic,Brown,Clean,South Korea,1600.0,222089,10990.0,Tucson
Chevrolet,2003,Gasoline,Automatic,Red,Clean,USA,5300.0,140817,16999.0,Ssr
Maserati,2013,Gasoline,Automatic,Gray,Clean,Italy,4700.0,56198,38900.0,Granturismo
BMW,2018,Gasoline,Automatic,Black,Clean,Germany,3000.0,40234,52000.0,M2
Subaru,2015,Gasoline,Automatic,Gray,Clean,Japan,2500.0,260713,13999.0,Outback 2.5I
Buick,1996,Gasoline,Automatic,White,Accident Reported,USA,5700.0,192316,16999.0,Roadmaster Estate
Land,2017,Gasoline,Automatic,Silver,Clean,UK,5000.0,163831,36500.0,Rover Range
Ford,2021,Gasoline,Automatic,Blue,Clean,USA,3500.0,135749,42691.0,Expedition Max
Toyota,2019,Gasoline,Automatic,Other,Clean,Japan,3500.0,65497,42886.0,Tacoma Trd
BMW,2019,Gasoline,Automatic,Blue,Accident Reported,Germany,2000.0,48280,29000.0,230 I
Lexus,2007,Gasoline,Automatic,Silver,Accident Reported,Japan,3500.0,127106,10600.0,Es 350
Maserati,2023,Gasoline,Automatic,Blue,Clean,Italy,3000.0,8705,88950.0,Levante Modena
Dodge,2020,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,20439,69900.0,Challenger Srt
Audi,2019,Gasoline,Automatic,Black,Clean,Germany,3000.0,19312,48000.0,S4 3.0T
Ford,2016,Gasoline,Manual,Black,Clean,USA,5000.0,41387,33900.0,Mustang Gt
Audi,2011,Gasoline,Automatic,Orange,Accident Reported,Germany,2000.0,112171,23000.0,Tts
BMW,2020,Gasoline,Automatic,Black,Clean,Germany,3000.0,40254,55000.0,M2 Competition
BMW,2016,Gasoline,Automatic,Gray,Clean,Germany,3000.0,93244,27500.0,740 I
Mercedes-Benz,2018,Gasoline,Automatic,Gray,Clean,Germany,3000.0,84803,49999.0,Amg Gle
Mercedes-Benz,2015,Gasoline,Automatic,White,Clean,Germany,4700.0,86904,37000.0,S-Class S
Honda,2002,Gasoline,Manual,Yellow,Clean,Japan,2000.0,177832,27000.0,S2000
Chevrolet,2000,Gasoline,Manual,Yellow,Clean,USA,5700.0,156911,10000.0,Corvette
Chevrolet,2020,Gasoline,Automatic,Red,Clean,USA,3600.0,33650,35387.0,Colorado Z71
Mercedes-Benz,2013,Gasoline,Automatic,Silver,Clean,Germany,5500.0,124962,40000.0,S-Class S
Bentley,2013,Gasoline,Automatic,Black,Clean,UK,6000.0,127817,64000.0,Continental Gtc
GMC,2002,Gasoline,Automatic,Silver,Accident Reported,USA,8100.0,86663,16900.0,Sierra 2500
Audi,2020,Gasoline,Automatic,Blue,Clean,Germany,3000.0,35135,42000.0,Sq5 3.0T
Toyota,2017,Gasoline,Manual,Black,Clean,Japan,1800.0,67483,18700.0,Corolla Im
GMC,2017,Gasoline,Automatic,Blue,Accident Reported,USA,5300.0,177027,34999.0,Yukon Xl
Toyota,2020,Gasoline,Automatic,Black,Clean,Japan,5700.0,108470,47500.0,Tundra 1794
Subaru,2017,Gasoline,Manual,Red,Accident Reported,Japan,2000.0,100844,24000.0,Wrx
Subaru,2015,Gasoline,Manual,White,Accident Reported,Japan,2000.0,164153,18000.0,Wrx
Infiniti,2014,Gasoline,Automatic,Red,Accident Reported,Japan,3700.0,128401,16488.0,Q50
Chevrolet,2017,Gasoline,Automatic,White,Accident Reported,USA,5300.0,268034,24950.0,Suburban Premier
Toyota,2006,Gasoline,Automatic,Black,Accident Reported,Japan,4700.0,306830,8900.0,Sequoia
Porsche,2009,Gasoline,Automatic,Black,Clean,Germany,4800.0,218236,15000.0,Cayenne Gts
Kia,2023,Gasoline,Automatic,Blue,Clean,South Korea,3800.0,23657,39900.0,Telluride S
Mercedes-Benz,2019,Gasoline,Automatic,Gray,Accident Reported,Germany,4000.0,20897,96000.0,Amg E
BMW,2014,Gasoline,Automatic,White,Clean,Germany,3000.0,6759,64995.0,Z4 Sdrive35Is
Subaru,2017,Gasoline,Manual,Red,Clean,Japan,2000.0,70811,23500.0,Impreza 2.0I
Dodge,2015,Gasoline,Manual,Black,Clean,USA,2000.0,106216,12000.0,Dart
Land,2021,Gasoline,Automatic,Black,Clean,UK,5000.0,28880,89900.0,Rover Range
Nissan,2013,Gasoline,Manual,Red,Clean,Japan,3700.0,171717,17500.0,370Z
Cadillac,2020,Gasoline,Automatic,Black,Clean,USA,6200.0,193121,55000.0,Escalade Esv
Mercedes-Benz,2012,Gasoline,Automatic,White,Clean,Germany,3500.0,95917,19900.0,E-Class E
Kia,2012,Hybrid,Automatic,Black,Clean,South Korea,2400.0,188647,8900.0,Optima Hybrid
Chevrolet,2022,Diesel,Automatic,Silver,Clean,USA,6600.0,137116,67500.0,Silverado 3500
Volkswagen,2018,Gasoline,Manual,White,Clean,Germany,2000.0,102113,24325.0,Golf Gti
Dodge,2004,Gasoline,Manual,Black,Clean,USA,8300.0,117482,22500.0,Ram 1500
Scion,2014,Gasoline,Manual,Silver,Clean,Japan,2500.0,185074,11495.0,Tc Anniversary
Land,2016,Gasoline,Automatic,Black,Clean,UK,5000.0,90123,49900.0,Rover Range
Lexus,2018,Gasoline,Automatic,Other,Clean,Japan,3500.0,108302,40900.0,Ls 500
Chevrolet,2015,Gasoline,Automatic,Black,Accident Reported,USA,5300.0,288394,16000.0,Suburban 1500
Maserati,2015,Gasoline,Automatic,White,Clean,Italy,4700.0,45062,44999.0,Granturismo
Porsche,2003,Gasoline,Manual,Black,Clean,Germany,3600.0,249448,55000.0,911 Carrera
Hyundai,2012,Hybrid,Automatic,Green,Accident Reported,South Korea,2400.0,247838,8500.0,Sonata Hybrid
Cadillac,2012,Gasoline,Automatic,Red,Accident Reported,USA,3000.0,100584,18955.0,Cts Luxury
BMW,2000,Gasoline,Automatic,Silver,Clean,Germany,2500.0,285980,2500.0,323 Ci
Nissan,2012,Gasoline,Manual,Gray,Clean,Japan,3700.0,104607,21500.0,370Z Touring
Mercedes-Benz,2018,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,101079,38598.0,Gls 450
Ford,2021,Gasoline,Manual,Red,Clean,USA,5000.0,4828,49500.0,Mustang Gt
Audi,2012,Gasoline,Automatic,Gray,Clean,Germany,2000.0,191511,12000.0,Q5
RAM,2013,Diesel,Automatic,Brown,Clean,USA,6700.0,320046,25000.0,2500 Big
Dodge,2011,Gasoline,Automatic,Silver,Accident Reported,USA,3700.0,302556,8500.0,Ram 1500
Mercedes-Benz,2013,Gasoline,Automatic,Black,Clean,Germany,3500.0,253318,10750.0,C-Class C
Dodge,2016,Gasoline,Automatic,Blue,Clean,USA,6200.0,13242,62500.0,Challenger Srt
Land,2018,Gasoline,Automatic,Blue,Clean,UK,3000.0,117644,42950.0,Rover Range
BMW,2018,Gasoline,Manual,White,Clean,Germany,3000.0,17622,60995.0,M4
Mercedes-Benz,2018,Gasoline,Automatic,Black,Accident Reported,Germany,4000.0,101646,47000.0,S-Class S
Land,2019,Gasoline,Automatic,Other,Clean,UK,5000.0,51283,68900.0,Rover Range
Chevrolet,2009,Gasoline,Automatic,White,Clean,USA,6000.0,120700,18900.0,Express 3500
Toyota,2016,Gasoline,Automatic,Black,Accident Reported,Japan,4000.0,157715,36000.0,4Runner Trd
Mazda,2012,Gasoline,Manual,Red,Clean,Japan,2000.0,54035,18900.0,Mx-5 Miata
Volkswagen,2012,Gasoline,Automatic,Gray,Accident Reported,Germany,3600.0,198271,12449.0,Touareg Vr6
Jaguar,2013,Gasoline,Automatic,Blue,Clean,UK,3000.0,180246,8800.0,Xj
Chevrolet,2010,Gasoline,Automatic,Gray,Accident Reported,USA,6200.0,109435,19500.0,Camaro 2Ss
Infiniti,2012,Gasoline,Automatic,Red,Accident Reported,Japan,3700.0,193121,14500.0,G37 X
BMW,2019,Gasoline,Automatic,Silver,Accident Reported,Germany,4400.0,72420,46999.0,X6 Xdrive50I
Chevrolet,2022,Gasoline,Automatic,Gray,Clean,USA,6200.0,10783,39500.0,Camaro Lt1
Mercedes-Benz,2015,Gasoline,Automatic,White,Clean,Germany,5500.0,65822,59750.0,S-Class S
Cadillac,2018,Gasoline,Automatic,Gold,Clean,USA,6200.0,119333,45000.0,Escalade Esv
Toyota,2014,Hybrid,Automatic,Silver,Clean,Japan,2500.0,151999,15999.0,Camry Hybrid
Audi,2015,Gasoline,Automatic,Black,Clean,Germany,3000.0,173809,19998.0,A6 3.0T
BMW,2012,Gasoline,Automatic,White,Accident Reported,Germany,4400.0,189902,17000.0,X5 M
Jaguar,2020,Gasoline,Automatic,Black,Clean,UK,5000.0,62442,57500.0,F-Pace Svr
BMW,2017,Gasoline,Automatic,White,Clean,Germany,3000.0,88514,40000.0,740 I
BMW,2021,Hybrid,Automatic,Blue,Accident Reported,Germany,3000.0,56274,49999.0,M340 I
Jeep,2016,Gasoline,Automatic,Black,Clean,USA,3600.0,137317,30000.0,Wrangler Unlimited
RAM,2018,Gasoline,Automatic,Gray,Clean,USA,6400.0,102595,36000.0,2500 Tradesman
Ford,2016,Gasoline,Automatic,Black,Clean,USA,3700.0,140412,19999.0,Mustang
BMW,1997,Gasoline,Manual,Red,Accident Reported,Germany,2800.0,331524,15900.0,328 I
Mercedes-Benz,2011,Gasoline,Automatic,White,Clean,Germany,4700.0,181620,11999.0,Gl-Class Gl
Mercedes-Benz,2022,Gasoline,Automatic,Gray,Clean,Germany,2000.0,22692,53000.0,E-Class E
BMW,2023,Hybrid,Automatic,Black,Clean,Germany,3000.0,23110,85495.0,X7 Xdrive40I
Chevrolet,2023,Gasoline,Automatic,Blue,Clean,USA,1300.0,16093,32000.0,Trailblazer Rs
Chevrolet,2015,Gasoline,Automatic,Black,Clean,USA,5300.0,350031,20000.0,Suburban 1500
Chevrolet,2021,Gasoline,Automatic,Other,Clean,USA,5300.0,118843,60995.0,Suburban Premier
Jeep,2020,Gasoline,Automatic,Gray,Clean,USA,3600.0,64374,45000.0,Gladiator Overland
GMC,2023,Gasoline,Automatic,Black,Clean,USA,5300.0,16061,82000.0,Yukon Xl
Mazda,2019,Gasoline,Automatic,Black,Clean,Japan,2500.0,67587,24995.0,Mazda6 Grand
Alfa,2021,Gasoline,Automatic,Blue,Clean,Italy,2000.0,3219,39000.0,Romeo Giulia
Mercedes-Benz,2016,Gasoline,Automatic,Black,Accident Reported,Germany,2000.0,68799,22999.0,Cla-Class Cla
BMW,2019,Gasoline,Automatic,White,Clean,Germany,2000.0,31339,31698.0,330 330I
Volkswagen,2019,Gasoline,Automatic,Black,Clean,Germany,2000.0,56874,23000.0,Beetle S
Mercedes-Benz,2008,Gasoline,Automatic,White,Accident Reported,Germany,3500.0,149669,12000.0,Clk-Class Clk
Audi,2014,Gasoline,Automatic,White,Accident Reported,Germany,4000.0,106458,47995.0,Rs 7
Volvo,2022,Plug-In Hybrid,Automatic,Blue,Clean,Sweden,2000.0,31144,54599.0,Xc60 Recharge
Land,2020,Gasoline,Automatic,Black,Clean,UK,5000.0,130357,64800.0,Rover Range
Toyota,2011,Gasoline,Automatic,Gold,Clean,Japan,5700.0,294509,16000.0,Sequoia
Jeep,2004,Gasoline,Manual,Green,Accident Reported,USA,4000.0,70811,24999.0,Wrangler X
Audi,2021,Gasoline,Automatic,Gray,Clean,Germany,3000.0,29129,51800.0,S5 3.0T
Land,2011,Gasoline,Automatic,Blue,Accident Reported,UK,5000.0,64374,20000.0,Rover Range
Mercedes-Benz,2011,Diesel,Automatic,Black,Clean,Germany,3000.0,193121,31999.0,Sprinter 2500
Toyota,2023,Hybrid,Automatic,Blue,Clean,Japan,3400.0,523,84997.0,Sequoia Platinum
Maserati,2017,Gasoline,Automatic,Blue,Clean,Italy,3000.0,88514,39100.0,Quattroporte S
Ford,2019,Gasoline,Manual,Black,Accident Reported,USA,5000.0,78053,44999.0,Mustang Bullitt
RAM,2018,Diesel,Automatic,Gray,Clean,USA,6700.0,83686,50000.0,2500 Tradesman
Toyota,2007,Gasoline,Automatic,Silver,Accident Reported,Japan,4000.0,288072,17900.0,Fj Cruiser
Dodge,2019,Gasoline,Automatic,Silver,Clean,USA,6400.0,68600,42000.0,Charger Scat
Lexus,2018,Gasoline,Automatic,Gray,Accident Reported,Japan,4600.0,106056,34700.0,Gx 460
Genesis,2022,Gasoline,Automatic,Black,Clean,South Korea,2500.0,12107,54543.0,Gv80 2.5T
Jaguar,2019,Gasoline,Automatic,Other,Clean,UK,2000.0,55305,59598.0,F-Pace 30T
Kia,2021,Gasoline,Automatic,Red,Clean,South Korea,2400.0,27277,24995.0,Sportage S
Porsche,2018,Gasoline,Automatic,Gray,Clean,Germany,3000.0,98170,57500.0,Panamera
Infiniti,2018,Gasoline,Automatic,Black,Clean,Japan,5600.0,161842,23105.0,Qx80
Ford,2022,Hybrid,Automatic,Blue,Clean,USA,2500.0,22048,39500.0,Maverick Lariat
Kia,2021,Gasoline,Automatic,Black,Clean,South Korea,3800.0,62140,42242.0,Telluride Sx
Chevrolet,2005,Gasoline,Automatic,Blue,Accident Reported,USA,3500.0,249448,7995.0,Colorado Z85
Mercedes-Benz,2017,Gasoline,Automatic,Gray,Clean,Germany,4700.0,90123,35750.0,E-Class E
Toyota,2022,Hybrid,Automatic,Silver,Clean,Japan,1800.0,71550,22945.0,Corolla Hybrid
Mercedes-Benz,2017,Gasoline,Automatic,Blue,Accident Reported,Germany,2000.0,49890,38000.0,E-Class E
Mercedes-Benz,2012,Gasoline,Automatic,Gray,Accident Reported,Germany,3500.0,70811,22222.0,Slk-Class Slk
Mercedes-Benz,2018,Gasoline,Automatic,Black,Clean,Germany,3000.0,36303,47645.0,E-Class E
Jeep,2003,Gasoline,Automatic,Beige,Clean,USA,4000.0,186936,14250.0,Wrangler X
Lincoln,2018,Gasoline,Automatic,Black,Accident Reported,USA,3500.0,37819,50000.0,Navigator Premiere
Chevrolet,2008,Gasoline,Automatic,Red,Clean,USA,6200.0,45303,31000.0,Corvette
GMC,2016,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,221284,29500.0,Yukon Xl
Ford,2017,Flex Fuel,Automatic,White,Clean,USA,3500.0,271978,13000.0,Explorer Xlt
Chevrolet,2010,Gasoline,Manual,Yellow,Clean,USA,6200.0,14402,30000.0,Camaro 2Ss
Land,2016,Gasoline,Automatic,Black,Clean,UK,3000.0,165762,33999.0,Rover Range
Porsche,2003,Gasoline,Automatic,Black,Accident Reported,Germany,3600.0,140978,32000.0,911 Carrera
Mercedes-Benz,2015,Gasoline,Automatic,Red,Accident Reported,Germany,2000.0,123522,15999.0,Cla-Class Cla
Mercedes-Benz,2019,Gasoline,Automatic,Black,Clean,Germany,2000.0,16898,79500.0,Metris
